Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type
3708,0,13,1128,299,5125,201,216,152,3309,40
3225,334,16,360,77,990,181,217,174,2144,29
3188,291,15,255,28,3964,176,236,200,2103,23
2897,48,15,127,49,532,224,206,113,212,31
3725,353,16,1087,279,5143,191,211,156,3287,40
3728,3,18,1032,319,4994,194,204,145,3148,40
3727,3,18,1008,318,4964,194,204,145,3120,40
3727,5,17,984,318,4934,195,204,143,3092,40
3130,337,8,433,-55,1129,203,229,165,1019,23
3421,291,16,793,228,4772,174,236,202,2906,39
3710,311,5,967,264,5451,206,236,169,3586,40
3725,335,12,1015,279,5258,193,224,170,3388,40
2909,98,5,212,61,459,228,233,138,297,31
3731,334,14,987,285,5254,186,220,173,3378,40
3421,294,16,832,231,4740,173,234,201,2890,39
3722,328,15,912,276,5430,184,222,177,3539,40
3259,353,17,234,72,1550,189,208,156,2704,29
3116,350,11,210,31,516,201,222,160,864,22
3130,318,6,67,3,3300,205,235,169,1530,19
3379,268,16,805,197,4590,176,245,207,2750,39
3392,268,18,816,211,4620,172,244,210,2779,39
3413,261,18,875,231,4710,174,247,210,2874,39
3753,320,14,902,307,5245,182,225,183,3349,40
3763,10,21,979,354,4767,193,193,132,2897,40
3777,9,18,1041,368,4824,197,202,138,2942,40
3129,8,7,270,44,624,212,227,152,969,22
3167,342,10,190,-18,1359,198,224,165,812,24
2984,316,20,283,62,1651,164,219,194,797,31
3135,346,8,402,-42,900,205,228,161,984,23
3792,342,12,942,346,4998,194,221,165,3093,40
3134,189,23,85,22,2853,215,250,157,1233,23
3114,192,25,127,30,2734,209,250,161,1167,23
3812,2,16,1018,363,4813,196,208,148,2903,40
3810,9,16,1050,401,4664,201,208,142,2761,40
2904,54,18,242,56,655,228,198,97,481,31
3410,301,15,1033,228,4683,177,232,195,2894,39
3812,17,13,1047,403,4602,209,213,139,2694,40
3390,113,15,700,233,1477,245,223,103,1057,40
3165,333,8,324,-20,1140,201,229,168,767,24
3189,277,6,0,0,1155,205,241,175,1092,24
3076,201,22,108,41,2648,204,253,174,1153,23
3415,289,12,1057,233,4685,186,238,193,2903,40
3823,20,13,1092,374,4660,210,211,136,2742,40
2883,50,25,42,23,931,222,176,75,591,31
3193,281,15,324,74,3398,177,240,203,1739,31
3827,18,13,1084,51,4628,210,213,138,2704,40
3839,29,11,1032,390,4686,216,217,135,2753,40
3400,92,13,626,243,1519,240,220,109,949,40
3292,131,17,618,135,1106,245,228,105,1237,40
3250,279,17,153,34,677,170,240,208,1034,32
3842,31,7,1015,393,4685,218,225,143,2744,40
3822,52,14,799,46,4265,226,209,113,2343,40
3818,45,12,782,42,4235,223,214,123,2315,40
3248,158,24,658,91,924,237,236,114,1365,27
3229,116,18,540,91,660,248,220,94,2047,22
3164,343,9,170,-13,1022,202,227,163,853,22
3846,342,1,949,397,4743,217,237,157,2794,40
3846,15,3,973,397,4713,217,233,154,2765,40
3183,343,8,331,-2,1189,204,228,163,680,24
3848,353,8,1008,72,4622,207,227,158,2671,40
3849,353,9,984,73,4592,204,224,158,2642,40
3364,88,16,511,207,1358,242,211,93,976,39
3271,273,12,573,148,3621,186,243,196,1997,33
3364,327,16,792,222,4099,179,220,180,2415,33
3355,88,18,480,198,1325,244,209,88,977,39
3291,107,22,488,134,1146,251,208,73,1116,40
2905,304,22,339,134,426,154,223,207,1181,33
3269,134,18,466,131,849,246,229,104,2271,22
2928,347,34,85,39,1131,136,163,152,819,31
3232,286,19,509,132,3475,164,236,210,1890,33
3137,166,24,433,143,607,232,240,125,1572,27
3325,155,13,342,60,1600,235,241,135,2965,29
3396,95,17,446,239,1471,245,213,92,828,39
3267,118,33,437,110,1112,254,191,36,1107,39
3423,158,19,488,264,1740,237,239,124,644,40
3419,156,19,484,260,1710,238,239,123,659,40
3385,106,14,408,228,1440,243,223,107,828,39
3236,134,14,365,98,771,242,232,117,2274,22
3141,300,8,306,-5,540,199,237,178,1371,23
3216,72,9,120,12,947,231,223,125,1053,32
3388,305,17,890,250,4112,172,229,197,2471,33
3403,177,18,430,244,1620,226,247,147,684,40
3391,125,18,390,234,1470,247,224,99,785,39
3152,146,33,457,-2,930,244,215,73,1234,39
2960,344,12,573,188,661,195,220,164,1387,32
3392,183,20,400,233,1620,221,249,151,661,39
2945,355,16,446,-80,573,191,209,154,1073,31
3043,135,4,175,17,745,226,238,146,962,32
3267,162,10,313,38,1358,231,243,143,2835,22
3202,234,22,573,-30,3438,178,253,207,1936,33
3436,331,19,1045,294,4298,173,214,178,2658,40
3397,166,26,418,238,1800,231,238,121,537,39
3126,141,23,402,-16,930,246,227,97,1209,39
3042,233,7,134,16,750,208,247,176,990,13
3288,168,16,180,30,1610,231,245,140,2826,22
3232,161,15,300,94,845,234,242,135,2400,22
3429,315,18,1015,291,4213,169,222,192,2594,40
3445,328,20,1068,305,4302,167,212,183,2672,40
3142,123,19,335,-12,1022,248,222,95,1115,39
3350,179,34,301,191,1563,213,237,129,638,39
3301,157,34,240,144,1323,235,222,87,834,39
2991,6,23,782,114,799,185,188,134,1271,24
3450,307,18,1091,318,4227,167,226,198,2639,40
3476,321,17,1140,338,4308,173,220,186,2717,40
3327,155,34,324,143,1836,237,220,84,417,39
3272,162,39,190,115,1388,224,216,84,752,39
3413,303,17,1060,286,4114,171,230,198,2554,27
3421,300,22,1073,293,4143,154,226,209,2579,27
3300,167,27,268,116,1779,230,237,120,426,39
3291,162,28,247,107,1719,234,233,110,467,39
3248,165,39,162,91,1392,221,219,92,738,39
2922,49,17,450,104,680,225,202,105,902,33
2991,322,17,511,222,671,175,221,185,1341,33
3203,156,12,175,52,882,234,241,136,2563,22
3296,152,29,277,112,1842,241,226,94,366,39
3288,159,26,258,104,1812,237,234,110,384,39
3247,165,41,180,88,1515,218,215,87,618,39
3472,295,18,1183,342,4202,167,232,205,2713,40
3276,159,23,234,92,1816,237,237,116,361,39
3269,159,22,201,85,1756,237,238,119,404,39
3192,165,35,90,35,1342,226,226,100,769,39
3114,66,6,511,59,437,227,227,135,1230,32
3310,39,12,361,45,1084,220,213,126,603,32
3426,286,21,1140,301,4073,157,234,215,2605,27
3216,161,32,134,57,1613,233,228,100,510,39
3174,173,27,67,17,1377,225,241,130,731,39
3048,340,21,679,275,824,172,205,170,1513,33
2933,68,10,30,-3,840,231,220,121,1343,20
3187,161,19,90,19,886,235,241,129,2630,22
3166,165,17,67,9,1412,233,243,136,693,35
3009,101,6,67,1,644,230,232,135,1485,23
2985,128,11,42,8,1050,238,233,125,1302,32
3178,145,6,0,0,1020,228,239,144,2542,23
3247,161,17,216,22,1953,235,242,132,192,39
3029,98,28,400,-25,721,252,190,47,1155,33
2931,308,28,285,162,726,131,209,212,1209,33
3164,117,4,0,0,872,227,236,143,2536,23
3206,315,7,180,28,499,201,234,172,962,22
3292,285,29,999,194,3695,129,225,230,2356,27
3243,143,15,201,18,1989,240,236,121,150,35
3223,38,13,60,11,1266,219,210,123,2460,23
3202,84,19,67,8,1790,243,205,85,313,35
3148,62,16,67,9,1328,232,207,103,785,35
3119,96,29,42,12,1271,251,184,40,845,22
3113,344,24,799,344,967,164,194,164,1624,33
3179,22,15,60,8,899,209,206,130,2466,23
2901,61,9,30,-2,2349,227,222,128,1693,33
3253,102,31,190,28,2060,253,183,33,67,39
3217,83,20,67,17,1826,244,200,77,277,35
3082,275,11,592,166,3258,189,243,193,2097,31
3167,47,13,134,19,1387,224,212,120,750,39
3143,1,24,787,-11,1207,178,187,141,1698,24
3396,256,20,1294,163,3778,169,248,214,2656,27
3420,142,9,30,-2,2901,233,238,136,811,35
3227,191,5,67,2,1994,220,244,160,124,35
3175,4,11,153,26,1426,205,219,150,721,39
3067,312,17,658,301,983,171,225,193,1451,31
3316,109,24,150,36,858,253,205,65,674,32
3277,333,9,234,32,450,200,229,168,1194,32
3407,168,19,60,7,2760,232,243,135,663,35
3404,167,23,60,9,2730,231,241,129,633,39
3392,159,26,85,9,2672,236,234,110,573,39
3225,104,4,60,-2,2032,226,234,143,108,35
3220,27,22,127,21,1689,205,186,109,454,39
2751,0,10,30,8,1385,206,222,154,1026,33
3431,138,15,150,-8,3030,242,233,117,934,35
3408,124,11,0,0,2854,238,232,124,755,35
3381,198,21,108,8,2620,209,252,169,518,39
3182,41,10,180,66,1477,221,219,132,696,39
3180,75,19,120,64,1423,240,200,83,755,39
3229,337,7,42,4,1935,204,230,165,242,35
3241,5,15,150,34,1738,200,210,146,437,39
3208,25,13,531,75,1237,213,210,132,1745,24
2962,47,10,402,-8,778,224,217,127,1733,32
3219,282,12,297,41,551,188,241,193,1203,24
2964,54,22,192,56,2419,227,189,85,1899,33
3143,300,13,721,222,3274,183,234,191,2340,31
3364,134,17,30,-8,2692,244,230,109,589,39
3360,175,12,42,2,2663,226,246,151,560,39
3228,352,7,30,2,2002,208,228,158,212,35
2871,308,26,150,50,1036,138,212,209,1362,33
2851,38,10,108,-6,595,220,217,131,1298,32
2772,56,20,60,21,1415,229,194,90,1113,33
3286,341,12,30,6,674,194,222,166,859,32
3147,147,11,684,-18,750,235,239,134,1598,22
3168,335,27,598,92,400,150,194,177,1790,33
3415,96,4,85,10,2932,227,233,141,830,35
3379,103,16,42,3,2787,245,218,97,684,35
3246,76,14,0,0,2154,237,213,105,180,35
3236,37,17,242,31,1678,217,202,115,541,39
3105,339,18,350,88,778,180,212,170,1690,22
3101,4,45,240,25,1172,123,115,98,1567,33
3429,131,14,42,-4,3173,242,232,117,1071,35
3414,118,4,108,9,2940,226,236,145,837,35
2861,4,13,170,1,661,202,214,148,1333,32
3042,1,10,268,126,2922,206,221,153,2188,33
3404,81,10,120,0,2889,233,223,121,787,35
3269,346,15,228,43,1812,191,216,163,458,39
3206,51,18,67,15,1544,226,197,99,731,39
3117,326,11,402,94,832,194,228,174,1697,22
3066,28,10,0,0,1354,216,218,137,1714,20
3034,27,11,234,7,1237,215,217,137,1727,32
2887,57,15,30,8,503,229,207,108,1926,24
2796,49,14,90,45,1423,225,209,115,1194,23
3161,38,16,618,-4,780,218,204,117,1650,22
3248,38,28,124,43,1638,207,166,77,658,39
3190,356,24,30,12,1431,173,189,147,882,22
2906,288,27,42,23,514,136,226,225,1874,24
2813,61,23,150,62,1382,231,187,77,1213,32
3129,331,13,301,53,1050,189,223,174,1672,33
3056,62,30,384,148,2396,229,165,47,2041,33
3406,165,5,42,0,3107,224,241,152,1006,35
3350,73,5,30,0,2704,226,230,139,618,35
3054,65,4,60,0,914,223,231,143,1664,22
3132,329,11,900,363,1273,194,227,172,1208,31
3191,21,16,488,115,600,208,204,129,1828,33
3063,65,30,408,155,2413,232,166,44,2071,33
3343,93,32,60,-7,2543,250,175,28,488,35
3267,21,17,150,8,2123,207,201,127,342,35
3290,334,22,277,64,1905,163,204,177,467,39
3156,40,17,350,53,1188,219,200,111,1245,22
3084,306,19,488,271,1200,165,226,200,1172,33
2945,63,17,309,0,765,233,204,98,1999,24
2890,35,13,201,4,711,218,211,127,1482,32
2886,18,12,216,3,726,210,214,139,1466,32
2812,66,17,120,60,1437,234,203,95,1277,33
3255,258,6,638,71,693,207,243,175,900,23
3400,144,7,67,-3,3066,230,239,142,969,35
3297,321,6,0,0,2384,204,234,169,402,35
3295,332,22,283,63,1945,165,207,179,469,39
2979,89,18,67,14,1082,244,207,85,1651,33
3204,292,14,752,1,1463,179,236,197,1291,33
2816,69,20,124,64,1451,237,198,84,1307,33
2806,81,23,95,53,1477,244,193,67,1312,33
3166,23,15,420,0,437,210,206,129,1974,33
3300,308,12,0,0,2395,188,232,185,430,35
3290,18,18,170,7,2175,202,198,128,395,39
3192,4,10,659,181,872,207,221,151,1989,32
2808,75,25,108,52,1492,241,183,58,1342,33
3226,337,19,153,27,272,175,210,172,1369,23
3262,328,24,484,64,1128,154,204,185,1588,33
3052,19,31,366,134,2415,181,159,99,2173,33
2942,72,25,60,25,2605,239,182,59,2250,33
3350,197,8,30,1,2630,218,247,164,594,35
3300,16,20,192,11,2188,199,194,127,424,39
3218,42,12,95,7,1542,222,213,125,912,39
2966,290,34,306,140,1299,108,213,234,1181,33
3330,340,16,85,30,2364,184,214,169,466,39
3239,36,17,0,0,1657,217,201,114,824,39
2780,58,23,42,15,1600,229,184,76,1419,33
3372,55,11,175,27,552,227,215,120,912,40
3216,7,20,426,50,779,192,197,138,1839,33
3040,115,24,268,121,2445,253,208,68,2259,33
2996,89,25,180,82,2490,248,191,56,2278,33
3334,6,26,85,30,2458,179,180,130,524,39
3247,42,17,0,0,1674,220,200,110,841,39
3225,24,11,150,8,1556,214,215,136,967,39
2840,277,4,0,0,1390,209,240,169,1379,23
3162,41,15,124,7,1561,221,205,116,1674,31
2860,50,11,277,108,1416,225,215,123,1413,32
2787,59,25,60,22,1616,229,179,68,1448,33
3190,346,32,582,94,1154,143,172,157,1584,24
3161,23,14,228,55,912,212,210,133,2069,22
2845,77,15,201,86,1507,238,212,101,1451,33
3245,309,16,150,57,150,173,227,194,1557,23
3245,33,12,335,46,430,218,214,131,1298,23
3098,37,22,467,174,2294,214,187,99,2290,33
3351,354,11,60,10,2592,202,221,157,633,35
3347,109,33,60,44,1831,254,182,27,764,40
3325,101,35,30,22,1806,252,170,15,785,40
3254,49,13,67,0,1687,225,211,118,900,39
3204,76,6,384,5,153,228,229,136,2089,29
2862,320,17,85,21,1498,174,221,186,1273,23
2800,80,22,90,34,1664,243,195,71,1536,33
3136,267,20,255,42,190,166,244,215,2399,22
3222,57,14,600,94,1283,229,210,111,1951,33
3141,27,27,573,223,2200,197,170,96,2343,33
3352,126,31,85,50,1915,253,202,51,768,40
3275,71,21,60,-27,1771,238,195,79,892,39
3249,52,11,150,-5,1679,226,216,123,984,39
3233,355,31,661,121,1276,154,170,142,1532,39
3059,48,17,201,16,1050,224,200,104,2202,39
3181,253,22,297,78,277,164,248,218,2307,40
3367,118,26,124,59,1981,254,206,62,757,40
3356,124,27,95,54,1956,253,209,66,774,40
3248,353,28,684,132,1302,162,180,148,1544,39
3225,358,14,875,22,1632,198,214,153,953,31
3207,42,7,150,4,1723,221,225,139,1465,31
3137,353,22,319,50,1606,176,195,153,2041,24
2818,87,16,150,52,1650,242,213,97,1583,33
3300,114,5,0,0,1879,228,235,141,872,39
2972,21,16,60,9,940,208,205,130,2291,24
2805,83,18,95,40,1716,242,206,88,1624,33
2793,81,22,67,26,1740,243,196,71,1630,33
3013,90,29,240,87,2297,249,180,39,2477,33
3006,278,31,201,80,2571,124,228,235,2602,33
3354,121,28,95,46,2016,254,205,58,808,40
3301,45,5,42,1,1874,222,228,142,914,39
3021,339,38,391,178,1574,114,158,166,984,33
2842,92,17,247,76,1617,244,212,92,1630,33
2820,84,15,162,57,1687,240,213,100,1642,33
2813,82,13,134,48,1710,238,216,107,1648,33
2932,3,17,175,45,2318,195,205,145,2028,33
3204,341,14,228,40,1892,191,219,167,2212,32
3234,51,6,360,31,1855,223,227,139,1218,31
3221,57,7,180,18,1820,225,226,136,1365,31
2993,36,19,85,3,1006,215,195,108,2355,24
3164,278,16,192,55,362,175,241,205,2308,22
3358,141,23,418,-4,497,246,227,96,792,32
3310,349,14,824,194,1359,193,215,161,1704,39
2935,66,14,641,183,1383,233,211,108,1693,32
2830,86,13,210,65,1702,239,217,107,1697,33
2815,86,13,150,46,1748,239,217,107,1707,33
3207,271,13,212,43,1834,186,244,197,2268,33
3344,124,20,95,26,2094,249,221,90,872,40
3314,38,8,0,0,2001,220,222,137,932,39
3186,357,20,417,26,1421,185,201,150,2284,24
2830,88,13,210,63,1722,239,218,107,1727,33
2943,355,14,30,5,2329,196,214,155,1775,33
3418,110,13,497,55,778,242,226,111,582,40
3411,148,28,247,92,2256,243,224,89,837,40
3313,32,9,90,5,1953,218,221,138,1008,39
3307,45,13,150,5,1910,223,211,120,1045,39
3266,72,9,283,-31,1804,231,223,125,1146,39
3319,63,12,888,194,1405,230,216,117,1758,40
3278,356,13,960,75,1783,199,217,155,752,24
2816,83,13,150,48,1786,238,216,106,1766,33
3189,280,17,120,28,607,171,240,208,2413,23
3344,118,23,124,25,2179,252,211,74,902,40
3262,12,12,630,59,1911,207,215,143,934,31
3101,342,8,30,4,309,205,229,163,2100,22
3310,320,16,722,182,1245,176,223,186,2227,33
3319,72,10,108,5,1994,231,221,122,1057,39
2798,63,9,60,15,1917,228,222,127,1848,33
2794,60,10,30,11,1940,228,218,122,1855,23
3087,324,7,192,5,216,203,233,169,1917,23
3318,317,25,743,119,799,147,209,198,994,22
2978,52,25,120,51,2216,224,178,74,2714,33
3495,101,17,379,50,2480,246,214,90,900,40
3353,106,22,150,34,2240,251,208,73,949,39
3341,101,15,120,22,2216,244,218,99,959,39
3222,8,19,457,26,1591,195,199,137,2176,39
2797,98,7,67,14,1936,231,231,132,1878,33
2800,252,11,30,8,2100,196,248,190,1935,13
3230,164,20,361,69,552,234,242,129,2636,32
3507,81,14,335,62,2546,238,214,104,932,40
3442,125,32,360,85,2424,253,198,46,934,40
3427,128,31,330,108,2400,252,204,54,938,40
3315,81,17,162,-3,2015,241,208,92,1123,39
3306,345,27,408,0,1837,157,186,161,1294,39
3102,13,22,67,25,1254,194,191,127,2574,24
2941,55,13,612,176,1560,228,212,115,1866,32
2805,96,10,134,22,1911,236,226,121,1895,33
3046,295,10,309,-7,2234,192,237,185,832,22
3221,72,13,655,14,1825,235,214,109,2631,32
3337,75,10,90,18,2232,233,221,120,1025,39
3308,4,14,902,105,1943,201,212,148,661,24
3288,7,14,573,85,2045,201,211,145,907,31
3272,343,24,124,8,2042,163,195,165,1584,39
3040,13,17,268,80,2435,201,203,136,1298,24
3306,329,13,716,122,743,187,223,175,1092,23
3511,147,33,270,66,2630,242,215,73,997,40
2794,59,6,90,12,1996,224,228,139,1965,33
3217,58,13,664,10,1784,229,212,114,2698,32
3440,134,32,283,9,2526,250,207,59,1020,40
3065,55,20,721,5,1371,228,193,90,2079,33
3447,150,28,228,12,2592,242,226,92,1050,40
3333,357,18,883,130,2037,190,206,151,616,40
3284,29,17,150,37,2138,212,202,121,1300,39
3144,6,18,30,6,1423,195,201,140,2638,24
3048,325,17,182,-6,2534,177,220,182,1355,33
3134,337,14,268,30,417,189,221,170,1867,22
3311,270,1,808,127,828,216,238,160,1034,23
3433,146,22,201,2,2610,244,230,103,1080,40
3342,19,19,830,139,2081,202,195,124,642,40
3324,348,19,541,121,2178,182,206,161,899,39
3336,0,22,402,133,2206,182,193,144,1036,39
3104,295,16,488,-34,2081,172,234,201,612,22
3380,314,17,997,188,1045,171,224,192,769,23
3332,34,22,270,95,2210,211,185,101,1167,39
3078,25,16,134,32,1366,210,204,126,2586,33
2851,323,14,120,26,2466,183,224,181,2242,24
3116,291,16,513,-22,2069,174,236,202,577,22
3180,289,17,85,21,731,171,236,204,2114,23
3458,162,6,932,95,930,226,242,149,300,40
3421,143,12,150,-2,2647,237,237,128,1140,39
3347,344,20,537,144,2245,177,206,165,902,39
3016,38,22,900,256,1610,215,187,98,2106,33
2845,51,16,210,62,2015,226,202,105,2092,33
3186,298,20,67,27,759,159,228,207,2110,23
3244,54,20,162,38,730,227,192,89,1991,23
3417,118,22,899,54,808,251,215,80,218,38
3361,88,7,67,4,2440,231,228,129,1201,39
2804,61,16,30,10,2164,231,206,103,2154,23
3079,344,14,240,-8,2335,190,217,165,624,22
3389,107,9,789,183,631,235,230,126,216,38
3380,95,10,760,183,604,237,225,118,234,38
3390,116,14,124,20,2571,244,226,107,1206,39
3379,118,13,85,9,2569,241,228,115,1239,39
3366,113,12,60,-3,2525,240,228,117,1248,39
3338,12,20,124,37,2313,195,195,132,1312,39
3163,208,11,201,27,607,212,250,172,2523,23
3310,157,6,537,96,984,227,241,148,2612,32
3305,41,20,458,91,1041,218,193,101,2610,32
3373,28,26,247,92,2352,200,173,97,1189,40
3218,34,14,30,4,1705,217,210,125,2409,22
3238,37,21,242,82,1575,214,188,100,2663,33
2851,55,18,153,60,2143,229,199,97,2219,33
3178,316,17,636,39,1998,173,223,190,430,33
3426,121,23,973,216,859,251,215,79,175,38
3408,124,17,924,198,800,246,226,102,127,38
3400,125,14,900,190,771,242,230,113,108,38
3194,257,16,446,59,443,180,248,205,2852,31
3223,233,14,618,88,604,197,252,191,2789,31
3385,120,9,60,5,2654,236,233,128,1293,39
3112,329,13,90,24,1530,189,225,175,2391,24
2897,57,19,306,110,2067,230,197,94,2230,33
2850,53,18,134,53,2186,227,197,97,2254,33
3263,308,11,492,81,642,190,233,184,218,24
3211,101,7,0,0,1273,233,230,130,2701,32
3391,118,13,42,-3,2718,242,228,114,1320,39
2863,51,17,175,66,2188,226,202,104,2279,33
2847,57,20,124,43,2228,229,192,87,2289,33
2837,58,20,95,33,2249,230,195,89,2295,33
3388,107,7,816,178,700,233,232,131,30,38
3214,252,3,607,79,551,213,241,166,2856,31
2939,137,8,85,4,2029,233,237,136,2992,23
3405,34,25,242,90,2439,207,176,93,1206,40
2862,55,17,162,58,2230,228,203,102,2268,33
3384,20,22,85,24,2444,200,189,119,1383,39
3284,336,23,180,80,1728,161,201,175,2612,33
2903,245,25,127,44,2774,160,249,220,2270,13
3121,320,11,268,40,201,192,230,177,1276,22
3367,121,18,732,157,633,247,223,97,67,38
3405,36,13,120,45,2506,219,211,126,1350,39
3145,315,3,162,13,300,210,236,164,2791,22
3391,58,16,819,181,765,230,206,104,150,38
3380,60,10,765,170,706,228,218,122,124,38
3363,63,17,685,153,618,233,202,96,134,38
3139,344,14,42,5,2681,192,218,164,598,22
3239,359,19,570,100,2170,188,201,148,190,33
3359,68,10,706,214,1583,231,220,121,1448,31
3193,182,15,690,84,430,223,249,154,2913,31
3400,160,8,792,235,1443,228,242,146,1130,31
2835,41,10,0,0,2569,221,219,132,2148,20
3263,110,12,277,57,182,240,227,115,537,32
3256,309,14,395,64,564,182,230,188,240,33
3141,245,12,272,32,127,194,249,192,3111,23
3226,8,15,510,39,1954,201,208,143,1879,33
3162,53,20,514,137,2072,226,194,93,1861,33
2921,49,21,240,107,2436,223,190,91,2017,33
3290,65,26,382,99,984,234,177,58,1761,38
3422,98,12,767,-70,870,240,223,111,366,38
3204,205,22,832,111,402,201,254,178,2644,23
2990,270,19,234,55,3276,166,243,214,1830,24
3176,345,14,192,25,2829,191,217,164,630,22
3421,125,14,726,-71,900,242,230,113,408,38
3415,148,6,779,186,780,228,240,145,351,40
3194,213,19,805,109,376,200,254,184,2617,23
3236,252,9,324,17,920,199,247,186,2310,32
3147,85,20,553,211,1360,244,202,79,2438,33
3427,105,12,685,-65,930,240,225,113,450,38
3385,160,7,937,204,1224,228,242,147,752,31
3159,261,6,577,74,247,206,243,176,2780,23
3063,70,23,360,38,2322,238,189,70,1783,33
3418,108,7,691,-74,870,232,232,133,443,38
3404,121,14,618,175,630,243,228,111,391,40
3221,296,11,564,126,3206,188,237,188,1024,32
3322,145,26,534,157,1697,245,225,91,1328,33
3230,149,23,365,85,1230,243,231,104,1819,33
3190,120,9,313,56,1020,236,232,127,2024,33
3161,68,13,240,27,780,233,214,111,2259,23
3157,201,8,510,71,182,217,247,165,2748,23
3106,258,22,450,80,3314,162,246,219,1475,13
3402,92,20,240,90,2423,246,206,80,1983,39
3061,253,16,335,53,3365,183,249,203,1597,13
3231,301,27,466,137,408,134,216,217,1008,22
3509,118,16,480,16,1291,245,225,104,792,40
3427,141,3,566,-65,962,224,238,150,566,38
3198,297,27,390,105,330,136,220,219,916,22
3412,60,7,595,-62,875,225,226,135,552,38
3398,90,3,659,-55,755,225,234,145,518,38
3321,319,21,402,126,577,162,216,192,514,33
3225,188,10,467,17,765,221,248,159,2130,33
2880,326,10,95,18,2835,195,229,173,1922,22
2894,326,10,228,51,2932,195,229,173,2010,22
3502,100,10,420,9,1296,237,227,120,830,40
3400,127,2,649,-37,730,223,237,150,543,40
3338,322,13,443,143,612,185,226,180,541,33
3154,204,9,607,71,192,215,248,168,2449,23
3194,180,20,210,7,2206,223,248,148,1616,27
3213,192,14,492,6,698,218,250,162,2070,33
3043,80,23,469,104,1422,243,193,68,2308,33
3438,95,24,277,52,2589,250,198,64,1892,39
3406,106,18,216,44,2542,248,215,88,1979,39
3243,328,9,573,92,3205,199,230,171,940,32
3249,9,21,446,98,3013,191,193,134,713,24
